feature,feature_label,lag_weeks,pearson_r,spearman_rho,overlap_weeks,analysis_start,analysis_end
avg_relative_humidity_pct,Humidity,0,0.027986943977515714,-0.029018381776219633,353,2016-03-13,2022-12-18
avg_relative_humidity_pct,Humidity,1,0.03543559679824169,-0.02625682242303747,352,2016-03-20,2022-12-18
avg_relative_humidity_pct,Humidity,2,0.04307009604316777,-0.011464753308229658,351,2016-03-27,2022-12-18
avg_relative_humidity_pct,Humidity,3,0.05381881193210967,0.008662981312314433,350,2016-04-03,2022-12-18
avg_relative_humidity_pct,Humidity,4,0.07710117396673705,0.034490709448183915,349,2016-04-10,2022-12-18
avg_relative_humidity_pct,Humidity,5,0.06827115115618797,0.03526301238381929,348,2016-04-17,2022-12-18
avg_relative_humidity_pct,Humidity,6,0.05996820494946919,0.014413651614034639,347,2016-04-24,2022-12-18
avg_relative_humidity_pct,Humidity,7,0.0489668602967869,-0.00010364506890414088,346,2016-05-01,2022-12-18
avg_relative_humidity_pct,Humidity,8,0.03221631809443843,-0.020465589986305006,345,2016-05-08,2022-12-18
avg_relative_humidity_pct,Humidity,9,0.027384036341222072,-0.027916043456979865,344,2016-05-15,2022-12-18
avg_relative_humidity_pct,Humidity,10,0.0076583561984005484,-0.05501745859547656,343,2016-05-22,2022-12-18
avg_relative_humidity_pct,Humidity,11,-0.003779488114807557,-0.07904435094266518,342,2016-05-29,2022-12-18
avg_relative_humidity_pct,Humidity,12,-0.008964093034979954,-0.0833579800828372,341,2016-06-05,2022-12-18
avg_relative_humidity_pct,Humidity,13,-0.028039737682210835,-0.09632856796572177,340,2016-06-12,2022-12-18
avg_relative_humidity_pct,Humidity,14,-0.03143740022422449,-0.09898372573566623,339,2016-06-19,2022-12-18
avg_relative_humidity_pct,Humidity,15,-0.04123916238903159,-0.10148794342127336,338,2016-06-26,2022-12-18
avg_relative_humidity_pct,Humidity,16,-0.07806151160571462,-0.10988689344152226,337,2016-07-03,2022-12-18
avg_relative_humidity_pct,Humidity,17,-0.07682678608085536,-0.11141695158624262,336,2016-07-10,2022-12-18
avg_relative_humidity_pct,Humidity,18,-0.07913764156624874,-0.1085048081626938,335,2016-07-17,2022-12-18
avg_relative_humidity_pct,Humidity,19,-0.07455266400935968,-0.12193502734350233,334,2016-07-24,2022-12-18
avg_relative_humidity_pct,Humidity,20,-0.05826714548056708,-0.11217459548543014,333,2016-07-31,2022-12-18
avg_relative_humidity_pct,Humidity,21,-0.05274544012430303,-0.10002596411107581,332,2016-08-07,2022-12-18
avg_relative_humidity_pct,Humidity,22,-0.026279085684210664,-0.08599272389378144,331,2016-08-14,2022-12-18
avg_relative_humidity_pct,Humidity,23,-0.00919084550191484,-0.06931313407376721,330,2016-08-21,2022-12-18
avg_relative_humidity_pct,Humidity,24,-0.008866980134458212,-0.06624114898528602,329,2016-08-28,2022-12-18
avg_relative_humidity_pct,Humidity,25,0.0247825141920071,-0.04294694520191853,328,2016-09-04,2022-12-18
avg_relative_humidity_pct,Humidity,26,0.023942097647011225,-0.05411896661038026,327,2016-09-11,2022-12-18
avg_relative_humidity_pct,Humidity,27,0.06186256562412489,-0.04126421461100849,326,2016-09-18,2022-12-18
avg_relative_humidity_pct,Humidity,28,0.07848409769661915,-0.048590470595602606,325,2016-09-25,2022-12-18
avg_relative_humidity_pct,Humidity,29,0.08752999195703123,-0.03699283537437156,324,2016-10-02,2022-12-18
avg_relative_humidity_pct,Humidity,30,0.10265184842928486,-0.034773015236323666,323,2016-10-09,2022-12-18
avg_relative_humidity_pct,Humidity,31,0.10553503897060833,-0.05237525691325734,322,2016-10-16,2022-12-18
avg_relative_humidity_pct,Humidity,32,0.09188233963212879,-0.06193946257078339,321,2016-10-23,2022-12-18
avg_relative_humidity_pct,Humidity,33,0.10130470204966233,-0.04535655897373971,320,2016-10-30,2022-12-18
avg_relative_humidity_pct,Humidity,34,0.08978021449605239,-0.03751559712718641,319,2016-11-06,2022-12-18
avg_relative_humidity_pct,Humidity,35,0.08624281811092467,-0.04102635487130337,318,2016-11-13,2022-12-18
avg_relative_humidity_pct,Humidity,36,0.061113853845119775,-0.07396137824094974,317,2016-11-20,2022-12-18
avg_relative_humidity_pct,Humidity,37,0.049514065157098684,-0.07098876270684255,316,2016-11-27,2022-12-18
avg_relative_humidity_pct,Humidity,38,0.019786767988190047,-0.07751866258358076,315,2016-12-04,2022-12-18
avg_relative_humidity_pct,Humidity,39,-0.016705613837546502,-0.08695162591218195,314,2016-12-11,2022-12-18
avg_relative_humidity_pct,Humidity,40,-0.047777232547255515,-0.10475358765557838,313,2016-12-18,2022-12-18
avg_relative_humidity_pct,Humidity,41,-0.08198228985970256,-0.12009533221048826,312,2017-01-01,2022-12-18
avg_relative_humidity_pct,Humidity,42,-0.1068739396546014,-0.12645685589835468,312,2017-01-01,2022-12-18
avg_relative_humidity_pct,Humidity,43,-0.133146765839135,-0.14336918140406857,311,2017-01-08,2022-12-18
avg_relative_humidity_pct,Humidity,44,-0.15179987406849535,-0.13789905866696034,310,2017-01-15,2022-12-18
avg_relative_humidity_pct,Humidity,45,-0.17321929407788744,-0.1595719887181625,309,2017-01-22,2022-12-18
avg_relative_humidity_pct,Humidity,46,-0.19090634535423484,-0.14969735489451497,308,2017-01-29,2022-12-18
avg_relative_humidity_pct,Humidity,47,-0.19983563431946702,-0.15385543786571493,307,2017-02-05,2022-12-18
avg_relative_humidity_pct,Humidity,48,-0.20469701554480754,-0.1538124060897592,306,2017-02-12,2022-12-18
avg_relative_humidity_pct,Humidity,49,-0.2054113113760995,-0.14324144742234352,305,2017-02-19,2022-12-18
avg_relative_humidity_pct,Humidity,50,-0.1932612808427348,-0.11800661676890944,304,2017-02-26,2022-12-18
avg_relative_humidity_pct,Humidity,51,-0.1886984351867526,-0.12235457542549949,303,2017-03-05,2022-12-18
avg_relative_humidity_pct,Humidity,52,-0.1815062514745632,-0.14302393459853638,302,2017-03-12,2022-12-18
avg_temp_c,Temperature,0,0.08868046036562648,0.15366682346186053,353,2016-03-13,2022-12-18
avg_temp_c,Temperature,1,0.09091386087522585,0.15863415779047912,352,2016-03-20,2022-12-18
avg_temp_c,Temperature,2,0.09912247737474143,0.15577939200480156,351,2016-03-27,2022-12-18
avg_temp_c,Temperature,3,0.10084230841621974,0.15424714979719634,350,2016-04-03,2022-12-18
avg_temp_c,Temperature,4,0.0913901899113039,0.14265778411998595,349,2016-04-10,2022-12-18
avg_temp_c,Temperature,5,0.11154888463697893,0.14824830275095205,348,2016-04-17,2022-12-18
avg_temp_c,Temperature,6,0.12454591017036752,0.1629692610207337,347,2016-04-24,2022-12-18
avg_temp_c,Temperature,7,0.1461775581584654,0.1869557228742563,346,2016-05-01,2022-12-18
avg_temp_c,Temperature,8,0.1584924319811056,0.20183133947084883,345,2016-05-08,2022-12-18
avg_temp_c,Temperature,9,0.16664907506083773,0.20896160936693758,344,2016-05-15,2022-12-18
avg_temp_c,Temperature,10,0.16825123218281063,0.2067990128696001,343,2016-05-22,2022-12-18
avg_temp_c,Temperature,11,0.17384028673577864,0.229858768845213,342,2016-05-29,2022-12-18
avg_temp_c,Temperature,12,0.16568668422079902,0.21680705286766808,341,2016-06-05,2022-12-18
avg_temp_c,Temperature,13,0.17077591740498702,0.22190693246587823,340,2016-06-12,2022-12-18
avg_temp_c,Temperature,14,0.15624208038246795,0.2199167814907749,339,2016-06-19,2022-12-18
avg_temp_c,Temperature,15,0.15283830496446263,0.20893537250870103,338,2016-06-26,2022-12-18
avg_temp_c,Temperature,16,0.15198219196513174,0.20947592732915257,337,2016-07-03,2022-12-18
avg_temp_c,Temperature,17,0.1349639317427478,0.20049253984343277,336,2016-07-10,2022-12-18
avg_temp_c,Temperature,18,0.11986145485707504,0.19169571667895507,335,2016-07-17,2022-12-18
avg_temp_c,Temperature,19,0.10908547322094271,0.19360307525633955,334,2016-07-24,2022-12-18
avg_temp_c,Temperature,20,0.0878728492039152,0.1837706671096713,333,2016-07-31,2022-12-18
avg_temp_c,Temperature,21,0.07471693427535671,0.15943001382894653,332,2016-08-07,2022-12-18
avg_temp_c,Temperature,22,0.04222563965589103,0.14733892274481325,331,2016-08-14,2022-12-18
avg_temp_c,Temperature,23,0.0184025518175226,0.12783731131253787,330,2016-08-21,2022-12-18
avg_temp_c,Temperature,24,0.003460665958097997,0.11662320677508087,329,2016-08-28,2022-12-18
avg_temp_c,Temperature,25,-0.024822330082968525,0.0931296961334405,328,2016-09-04,2022-12-18
avg_temp_c,Temperature,26,-0.03809311581602044,0.09751568696178917,327,2016-09-11,2022-12-18
avg_temp_c,Temperature,27,-0.07394726371415491,0.08871562239959652,326,2016-09-18,2022-12-18
avg_temp_c,Temperature,28,-0.08791788538663278,0.09454511453538478,325,2016-09-25,2022-12-18
avg_temp_c,Temperature,29,-0.08417506240387729,0.10298739847263308,324,2016-10-02,2022-12-18
avg_temp_c,Temperature,30,-0.10159040964161022,0.08445550942530823,323,2016-10-09,2022-12-18
avg_temp_c,Temperature,31,-0.10028010493425231,0.10570550708371261,322,2016-10-16,2022-12-18
avg_temp_c,Temperature,32,-0.09350662120814754,0.1051391182243281,321,2016-10-23,2022-12-18
avg_temp_c,Temperature,33,-0.08451025749493712,0.09978009904809469,320,2016-10-30,2022-12-18
avg_temp_c,Temperature,34,-0.07970326838935075,0.08955371895198595,319,2016-11-06,2022-12-18
avg_temp_c,Temperature,35,-0.06493596940834384,0.10085227012066932,318,2016-11-13,2022-12-18
avg_temp_c,Temperature,36,-0.030100942573137227,0.11229189607714869,317,2016-11-20,2022-12-18
avg_temp_c,Temperature,37,-0.012738139155407306,0.11378674410789916,316,2016-11-27,2022-12-18
avg_temp_c,Temperature,38,0.026504610488928635,0.12205632652945217,315,2016-12-04,2022-12-18
avg_temp_c,Temperature,39,0.06417724016978821,0.13591072871670257,314,2016-12-11,2022-12-18
avg_temp_c,Temperature,40,0.10439151792410206,0.15724382720647936,313,2016-12-18,2022-12-18
avg_temp_c,Temperature,41,0.13441487570025876,0.16474625387278846,312,2017-01-01,2022-12-18
avg_temp_c,Temperature,42,0.16653877724396426,0.15487698537417066,312,2017-01-01,2022-12-18
avg_temp_c,Temperature,43,0.1939153187518611,0.15927958768544095,311,2017-01-08,2022-12-18
avg_temp_c,Temperature,44,0.21232248461913453,0.1588992360398571,310,2017-01-15,2022-12-18
avg_temp_c,Temperature,45,0.22441106530632776,0.15860725515455015,309,2017-01-22,2022-12-18
avg_temp_c,Temperature,46,0.24163872146584056,0.14234284654455806,308,2017-01-29,2022-12-18
avg_temp_c,Temperature,47,0.2515070369895336,0.14244746111354767,307,2017-02-05,2022-12-18
avg_temp_c,Temperature,48,0.26209503586927074,0.14016686703580442,306,2017-02-12,2022-12-18
avg_temp_c,Temperature,49,0.26762129308902777,0.13860772642085598,305,2017-02-19,2022-12-18
avg_temp_c,Temperature,50,0.2593158413500303,0.1259110121915383,304,2017-02-26,2022-12-18
avg_temp_c,Temperature,51,0.2530676391052797,0.1298897063692195,303,2017-03-05,2022-12-18
avg_temp_c,Temperature,52,0.23899134659856963,0.13859417771969482,302,2017-03-12,2022-12-18
avg_wind_speed,Wind,0,-0.11940902181238135,-0.11485000831663517,353,2016-03-13,2022-12-18
avg_wind_speed,Wind,1,-0.134375299228128,-0.127445983900736,352,2016-03-20,2022-12-18
avg_wind_speed,Wind,2,-0.1530211781333799,-0.13605775331547135,351,2016-03-27,2022-12-18
avg_wind_speed,Wind,3,-0.16665696281457368,-0.14755883258756022,350,2016-04-03,2022-12-18
avg_wind_speed,Wind,4,-0.19595130811496894,-0.17124308812857064,349,2016-04-10,2022-12-18
avg_wind_speed,Wind,5,-0.2129161067345737,-0.18778488954778216,348,2016-04-17,2022-12-18
avg_wind_speed,Wind,6,-0.2366905123100076,-0.20098217851528516,347,2016-04-24,2022-12-18
avg_wind_speed,Wind,7,-0.25385561458446804,-0.21580721299182096,346,2016-05-01,2022-12-18
avg_wind_speed,Wind,8,-0.2663589510185618,-0.21974587518416747,345,2016-05-08,2022-12-18
avg_wind_speed,Wind,9,-0.2795341296727326,-0.22601711226427276,344,2016-05-15,2022-12-18
avg_wind_speed,Wind,10,-0.27937802857057364,-0.21996649398917825,343,2016-05-22,2022-12-18
avg_wind_speed,Wind,11,-0.28664944762388544,-0.23224067288523664,342,2016-05-29,2022-12-18
avg_wind_speed,Wind,12,-0.281009583316143,-0.22641058898431218,341,2016-06-05,2022-12-18
avg_wind_speed,Wind,13,-0.2666727919200424,-0.22314904249427056,340,2016-06-12,2022-12-18
avg_wind_speed,Wind,14,-0.25283878860883713,-0.22867715700133665,339,2016-06-19,2022-12-18
avg_wind_speed,Wind,15,-0.21724976031969673,-0.2077957192315091,338,2016-06-26,2022-12-18
avg_wind_speed,Wind,16,-0.17931591380708767,-0.19139754625857477,337,2016-07-03,2022-12-18
avg_wind_speed,Wind,17,-0.1427795336910696,-0.17876123012656175,336,2016-07-10,2022-12-18
avg_wind_speed,Wind,18,-0.09818367847508587,-0.16269514157884185,335,2016-07-17,2022-12-18
avg_wind_speed,Wind,19,-0.06448588970486344,-0.14581071253065908,334,2016-07-24,2022-12-18
avg_wind_speed,Wind,20,-0.026547927570752763,-0.12660863539110392,333,2016-07-31,2022-12-18
avg_wind_speed,Wind,21,-0.0036910900420026697,-0.11544356445371012,332,2016-08-07,2022-12-18
avg_wind_speed,Wind,22,0.020151380838370366,-0.11027639007200127,331,2016-08-14,2022-12-18
avg_wind_speed,Wind,23,0.042249295790206205,-0.09692969252706385,330,2016-08-21,2022-12-18
avg_wind_speed,Wind,24,0.05159841608663288,-0.09553774383477458,329,2016-08-28,2022-12-18
avg_wind_speed,Wind,25,0.04674724581609062,-0.11884362123126342,328,2016-09-04,2022-12-18
avg_wind_speed,Wind,26,0.05199438612967595,-0.11661640834320075,327,2016-09-11,2022-12-18
avg_wind_speed,Wind,27,0.04393601789292797,-0.1399544326763978,326,2016-09-18,2022-12-18
avg_wind_speed,Wind,28,0.017809144847401148,-0.15515130631407997,325,2016-09-25,2022-12-18
avg_wind_speed,Wind,29,-0.006671206013989359,-0.1741969714743271,324,2016-10-02,2022-12-18
avg_wind_speed,Wind,30,-0.02760173031935367,-0.17753120858577773,323,2016-10-09,2022-12-18
avg_wind_speed,Wind,31,-0.04409677371447207,-0.18417615684014219,322,2016-10-16,2022-12-18
avg_wind_speed,Wind,32,-0.056387887166562255,-0.18145742862310346,321,2016-10-23,2022-12-18
avg_wind_speed,Wind,33,-0.0860844877450564,-0.18273282513870276,320,2016-10-30,2022-12-18
avg_wind_speed,Wind,34,-0.10699941225350136,-0.17638882337364534,319,2016-11-06,2022-12-18
avg_wind_speed,Wind,35,-0.12943171579706067,-0.195297141374685,318,2016-11-13,2022-12-18
avg_wind_speed,Wind,36,-0.15332106170755752,-0.19834696040442526,317,2016-11-20,2022-12-18
avg_wind_speed,Wind,37,-0.1587448363066662,-0.20702268046627728,316,2016-11-27,2022-12-18
avg_wind_speed,Wind,38,-0.16663080091751994,-0.20824686604018866,315,2016-12-04,2022-12-18
avg_wind_speed,Wind,39,-0.1714682628281433,-0.20520788179106905,314,2016-12-11,2022-12-18
avg_wind_speed,Wind,40,-0.15454717816741198,-0.20329161634699303,313,2016-12-18,2022-12-18
avg_wind_speed,Wind,41,-0.14272068162021942,-0.20181122012907873,312,2017-01-01,2022-12-18
avg_wind_speed,Wind,42,-0.1202596413504549,-0.20396722750377663,312,2017-01-01,2022-12-18
avg_wind_speed,Wind,43,-0.10425075908354813,-0.19492124279593004,311,2017-01-08,2022-12-18
avg_wind_speed,Wind,44,-0.08667878786911803,-0.18157557220571818,310,2017-01-15,2022-12-18
avg_wind_speed,Wind,45,-0.06572529545280534,-0.1746901990488972,309,2017-01-22,2022-12-18
avg_wind_speed,Wind,46,-0.07051885651251417,-0.1679909346220156,308,2017-01-29,2022-12-18
avg_wind_speed,Wind,47,-0.06899302090892813,-0.1686212338901817,307,2017-02-05,2022-12-18
avg_wind_speed,Wind,48,-0.05681340466467839,-0.1528952151839338,306,2017-02-12,2022-12-18
avg_wind_speed,Wind,49,-0.06680705931585776,-0.15956932962403927,305,2017-02-19,2022-12-18
avg_wind_speed,Wind,50,-0.06842900846890092,-0.1522183109043314,304,2017-02-26,2022-12-18
avg_wind_speed,Wind,51,-0.07141348344795505,-0.14904411892489133,303,2017-03-05,2022-12-18
avg_wind_speed,Wind,52,-0.07834152569885676,-0.14526624606933183,302,2017-03-12,2022-12-18
warm_day_share,Warm-day share,0,-0.0034323346390915856,0.12294586163316192,353,2016-03-13,2022-12-18
warm_day_share,Warm-day share,1,-0.0023489857444987596,0.13888962231800936,352,2016-03-20,2022-12-18
warm_day_share,Warm-day share,2,-0.0012457531803344185,0.134541863496819,351,2016-03-27,2022-12-18
warm_day_share,Warm-day share,3,0.0001467875199934459,0.137096159108217,350,2016-04-03,2022-12-18
warm_day_share,Warm-day share,4,-0.01578410583793671,0.12361819574609885,349,2016-04-10,2022-12-18
